0.687501,0.317816,255
0.725084,0.497299,255
0.747997,0.623377,196
0.731751,0.717814,122
0.738184,0.858568,30
0.693097,0.162485,255
0.723889,0.307528,255
0.724495,0.425046,255
0.74229,0.562462,218
0.732888,0.686929,144
0.724786,0.793931,70
0.743719,0.12282,255
0.743846,0.249763,255
0.635295,0.680086,146
0.681678,0.80839,68
0.685167,0.0664848,255
0.644279,0.229033,255
0.649714,0.367057,255
0.678646,0.456929,255
0.662025,0.601911,186
0.663093,0.736143,108
0.662472,0.871119,35
0.655774,0.180293,255
0.640611,0.308021,255
0.676842,0.423524,251
0.630248,0.51563,246
0.601044,0.677418,145
0.608707,0.801325,73
0.589928,0.104377,255
0.619306,0.249956,255
0.598566,0.352899,255
0.612467,0.456342,251
0.593579,0.596514,191
0.57055,0.705053,128
0.590111,0.841412,52
0.608495,0.15599,255
0.598688,0.303925,255
0.568338,0.384618,252
0.61862,0.510456,252
0.511929,0.645293,159
0.559909,0.812476,75
0.555333,0.242902,255
0.538891,0.367272,255
0.538378,0.490055,255
0.509431,0.585465,206
0.549934,0.744886,103
0.556041,0.870296,34
0.525931,0.175128,255
0.528392,0.287727,255
0.554418,0.396995,255
0.51609,0.554682,226
0.443053,0.684588,141
0.47129,0.785013,93
0.471873,0.242549,255
0.467784,0.35778,255
0.437953,0.451761,255
0.450386,0.60374,197
0.444688,0.728128,112
0.448134,0.859336,38
0.484157,0.172248,255
0.450489,0.309915,255
0.490151,0.414635,253
0.493362,0.537914,239
0.410218,0.680764,140
0.418287,0.799417,72
0.432488,0.198223,255
0.425801,0.326224,255
0.411584,0.494626,255
0.434527,0.62474,192
0.423977,0.747219,114
0.410754,0.848505,52
0.411561,0.177943,255
0.422581,0.301991,255
0.426538,0.399909,255
0.427945,0.557762,218
0.369465,0.683681,128
0.362092,0.812275,68
0.37292,0.246023,255
0.348194,0.361112,255
0.350862,0.483188,253
0.36984,0.62013,179
0.327251,0.740542,121
0.339772,0.87443,36
0.352095,0.149137,255
0.3651,0.304974,253
0.349946,0.402984,255
0.37352,0.503182,252
0.261173,0.662935,163
0.3022,0.805599,75
0.277507,0.913622,22
0.312095,0.205795,255
0.262696,0.361806,255
0.272626,0.498151,255
0.252138,0.567624,220
0.309285,0.695022,135
0.311362,0.873931,38
0.301535,0.183211,255
0.257446,0.311354,255
0.278983,0.418294,255
0.305693,0.511466,249
0.241374,0.684214,136
0.248957,0.812244,70
0.245736,0.238259,255
0.229158,0.354919,253
0.219813,0.494886,255
0.233446,0.623405,179
0.236749,0.703581,137
0.207487,0.856583,39
0.215335,0.176599,255
0.229082,0.299836,255
0.203222,0.412453,255
0.218819,0.538177,235
0.159153,0.666452,144
0.173008,0.806856,75
0.178413,0.19881,255
0.157155,0.347838,255
0.145948,0.48626,255
0.181782,0.623867,184
0.143894,0.713192,123
0.162659,0.859497,45
0.154972,0.168705,255
0.141161,0.312221,255
0.174298,0.418827,255
0.186652,0.505552,253
0.0924236,0.657184,155
0.0690427,0.767275,94
0.106809,0.20584,255
0.0985891,0.359633,255
0.0932423,0.480616,255
0.0635645,0.571899,206
0.092147,0.731259,114
0.112814,0.835124,50
0.12205,0.134781,255
0.121366,0.309618,255
0.0830416,0.42631,255
0.122338,0.560888,218
0.0458248,0.6732,146
0.0499429,0.808929,67
0.0133653,0.911612,20
0.060702,0.190317,255
0.0365116,0.338496,255
0.0602535,0.499937,255
0.0411948,0.608863,182
0.0496614,0.724636,131
0.045976,0.874012,42
0.0478208,0.161358,255
0.0575202,0.312021,255
0.0255861,0.430222,255
0.0345732,0.540127,240
0.967158,0.676839,141
0.945498,0.782512,90
0.971885,0.108385,255
0.985716,0.224922,255
0.987355,0.361992,252
0.938948,0.441838,255
0.961119,0.612404,191
0.997516,0.69003,141
0.98349,0.847981,45
0.997251,0.16947,255
0.974231,0.296473,255
0.98681,0.40098,255
0.98627,0.542343,237
0.885518,0.676282,136
0.909254,0.809497,63
0.931707,0.123419,255
0.926714,0.203397,255
0.927939,0.323685,255
0.92101,0.487421,255
0.878162,0.578237,204
0.924585,0.703963,136
0.925897,0.840007,50
0.924636,0.177042,255
0.886162,0.301731,255
0.906406,0.410882,255
0.906403,0.550193,225
0.871259,0.685156,146
0.850681,0.795586,76
0.849371,0.115896,255
0.86495,0.244176,255
0.867884,0.345261,255
0.871237,0.49821,255
0.837027,0.59497,204
0.860534,0.727026,124
0.854865,0.868363,33
0.847635,0.180356,255
0.854486,0.305943,255
0.851999,0.413298,255
0.858163,0.516958,244
0.76776,0.685693,145
0.805024,0.804928,75
0.772503,0.110769,255
0.764097,0.231819,255
0.77326,0.360326,255
0.769387,0.482305,255
0.810351,0.624928,192
0.792817,0.738687,112
0.780589,0.872515,39
0.771499,0.171961,255
0.755766,0.264775,255
0.759316,0.391895,251
0.807574,0.536492,233
0.744932,0.932923,16
0.670011,0.927955,17
0.589367,0.913474,25
0.510668,0.0998284,255
0.539757,0.917797,21
0.464237,0.0917315,255
0.486726,0.888678,29
0.411535,0.124573,255
0.429141,0.937155,12
0.335012,0.0850928,255
0.332643,0.911215,20
0.309346,0.123126,255
0.213229,0.0956186,255
0.190085,0.898925,30
0.176833,0.12217,255
0.142309,0.920563,21
0.115277,0.118746,255
0.0950443,0.911052,28
0.00934653,0.106951,255
0.946664,0.929642,20
0.89166,0.899598,26
0.816148,0.88923,31
0.809527,0.883115,31
0.141319,0.955161,7
0.429026,0.0513263,255
0.0831039,0.0488308,255
0.376355,0.983001,0
0.248484,0.045536,255
0.0851575,0.952107,8
0.261907,0.943877,10
0.374681,0.0624456,255
0.200079,0.970383,7
0.026249,0.04306,255
0.316101,0.984378,3
0.632265,0.981274,2
0.818423,0.97863,5
0.0515964,0.94046,14
0.609566,0.061454,255
0.799921,0.941931,14
0.808617,0.0323654,255
0.991201,0.0592828,255
0.581776,0.944316,12
0.945126,0.94518,7
0.716772,0.0474559,255
0.52841,0.0499079,255
0.899454,0.0586163,255
0.691586,0.938039,14
0.54964,0.949517,255
0.882743,0.938688,11
0.673751,0.0435403,255
0.497421,0.0597128,255
0.871997,0.0616098,255
0.185472,0.0551784,255
0.312403,0.056289,255
0.475999,0.94187,12
0.744349,0.320741,255
0.727464,0.439607,255
0.733774,0.565722,214
0.697427,0.711831,132
0.732443,0.813075,65
0.748534,0.143128,255
0.744785,0.277192,255
0.745987,0.394813,255
0.730041,0.504497,252
0.74409,0.636327,174
0.697086,0.783555,80
0.739111,0.0694432,255
0.745182,0.198788,255
0.644398,0.627492,165
0.681886,0.784622,77
0.652013,0.0754605,255
0.675278,0.212408,255
0.627055,0.313147,255
0.626297,0.464436,255
0.673078,0.59092,200
0.685408,0.720752,131
0.654407,0.827135,52
0.686349,0.147752,255
0.62646,0.26198,255
0.682022,0.37907,255
0.663471,0.514384,252
0.605438,0.62842,173
0.614062,0.753518,110
0.612669,0.0704988,255
0.574082,0.196943,255
0.604708,0.325166,255
0.61356,0.438793,255
0.576913,0.565535,218
0.618116,0.690726,141
0.577364,0.823302,59
0.581994,0.146797,255
0.620999,0.271564,255
0.595962,0.390249,255
0.599231,0.518483,243
0.540453,0.641933,173
0.533763,0.768631,98
0.501743,0.188043,255
0.5543,0.344067,255
0.56111,0.459717,255
0.534709,0.592197,205
0.561734,0.707555,135
0.521305,0.822401,68
0.501895,0.128855,255
0.521995,0.268686,255
0.513474,0.3765,253
0.508769,0.534737,239
0.486198,0.637689,158
0.496372,0.764811,107
0.493235,0.219081,255
0.456654,0.33014,252
0.49952,0.44604,255
0.461328,0.568694,216
0.487444,0.719337,128
0.489872,0.845833,45
0.437797,0.126055,255
0.445911,0.293741,255
0.441883,0.40985,255
0.480591,0.505389,255
0.416231,0.664797,156
0.43452,0.784472,93
0.387029,0.188416,255
0.395416,0.334131,255
0.425999,0.452681,252
0.408803,0.567423,205
0.426558,0.718465,121
0.432886,0.850537,39
0.391233,0.15105,255
0.428858,0.250346,255
0.382082,0.395985,255
0.436515,0.504839,249
0.370073,0.641078,169
0.374363,0.750566,104
0.350016,0.190606,255
0.314141,0.314915,255
0.374365,0.442748,255
0.361937,0.582768,206
0.333359,0.705316,130
0.340184,0.836931,56
0.354916,0.142088,255
0.367409,0.261764,255
0.316119,0.378925,255
0.331233,0.543043,230
0.300966,0.627214,189
0.308945,0.753006,101
0.31172,0.875302,35
0.256832,0.188571,255
0.28552,0.333648,255
0.306412,0.453793,255
0.303313,0.606656,195
0.250805,0.717381,133
0.26969,0.823558,57
0.279311,0.146784,255
0.306224,0.251225,255
0.260584,0.39053,255
0.258306,0.526936,239
0.22564,0.647963,183
0.23456,0.777152,87
0.191013,0.188868,255
0.222744,0.343734,255
0.195156,0.443005,255
0.229477,0.597857,191
0.203042,0.695678,133
0.232656,0.814036,62
0.191435,0.146661,255
0.239785,0.266481,255
0.229455,0.398683,253
0.201377,0.545528,228
0.167065,0.640458,170
0.15521,0.763421,99
0.142855,0.188795,255
0.140284,0.32149,255
0.160347,0.467829,255
0.171139,0.601087,187
0.183318,0.691588,135
0.134877,0.813359,73
0.163968,0.138838,255
0.1863,0.281409,255
0.169114,0.383924,255
0.125815,0.506104,252
0.119621,0.631635,182
0.11591,0.767479,99
0.083472,0.189741,255
0.0998938,0.323932,255
0.124482,0.46234,255
0.11841,0.56911,216
0.0861838,0.717685,124
0.072598,0.813913,66
0.0631757,0.142401,255
0.094241,0.251902,255
0.0810074,0.389643,255
0.117356,0.501909,255
0.0484504,0.641931,155
0.0469173,0.779831,90
0.0469649,0.87878,31
0.00411962,0.197068,255
0.00121236,0.313625,255
0.0457788,0.48,249
0.0437119,0.573985,215
0.0193803,0.699608,128
0.0538762,0.815948,72
0.0419045,0.139158,255
0.0487289,0.264445,255
0.0283317,0.395791,255
0.039327,0.501177,255
0.999603,0.635471,168
0.998127,0.754958,110
0.954474,0.063827,255
0.976981,0.199317,255
0.967012,0.324378,255
0.978612,0.457266,253
0.955814,0.578356,207
0.948266,0.717758,114
0.943061,0.815701,68
0.976335,0.12755,255
0.987683,0.264479,255
0.963783,0.389719,255
0.941196,0.505833,255
0.921726,0.629188,170
0.935338,0.790247,81
0.935071,0.0882452,255
0.895501,0.22548,255
0.882753,0.332885,255
0.918508,0.438274,255
0.93733,0.562814,218
0.886581,0.692689,130
0.907552,0.813764,66
0.891203,0.132511,255
0.932739,0.281004,255
0.904681,0.380338,255
0.885094,0.503014,251
0.874852,0.625009,184
0.860296,0.751714,109
0.865424,0.0691445,255
0.819238,0.193055,255
0.861892,0.321149,255
0.861141,0.438171,253
0.874725,0.570355,215
0.861649,0.700659,136
0.826376,0.824469,56
0.857815,0.132824,255
0.860532,0.258765,255
0.83063,0.377486,255
0.870358,0.501814,253
0.787516,0.638545,168
